48.969300	49.517300	57	49.032272	49.580272
53.898300	54.537300	60	53.951782	54.539300
93.095100	93.459100	72	93.155229	93.519229
127.332000	127.887000	57	127.394141	127.949141
137.322000	138.035000	69	137.378431	138.091431
141.927000	142.333000	70	141.992816	142.398816
142.502000	143.033000	63	142.598676	143.129676
154.822000	155.179000	66	154.884354	155.241354
160.324000	161.033000	65	160.387918	161.096918
160.677000	161.033000	66	160.743873	161.099873
166.021000	166.406000	55	166.080363	166.465363
167.138000	167.845000	60	167.197642	167.904642
178.923000	179.507000	67	178.989315	179.573315
179.657000	180.204000	65	179.723029	180.270029
180.372000	180.959000	60	180.450939	181.037939
181.110000	181.650000	60	181.190458	181.730458
181.825000	182.402000	65	181.890757	182.467757
