20.853900	21.574900	62	20.930395	21.651395
30.656900	31.584900	67	30.725805	31.653805
68.849900	69.196900	62	68.961633	69.308633
82.513900	84.039900	62	82.653714	84.039900
84.039900	84.463900	62	84.144363	84.463900
101.488000	102.258000	62	101.571846	102.341846
108.351000	109.093000	67	108.414984	109.093000
109.093000	109.845000	62	109.193723	109.945723
112.012000	112.792000	58	112.140190	112.920190
115.110000	115.631000	62	115.230512	115.751512
116.591000	117.332000	60	116.670331	117.411331
121.127000	121.892000	58	121.245497	122.010497
126.524000	135.085000	50	126.632816	135.193816
