148.971000	149.540000	51	149.046639	149.615639
157.179000	157.749000	51	157.258376	157.828376
158.176000	158.268000	75	158.241995	158.333995
160.676000	161.320000	88	160.743873	161.387873
294.789000	295.335000	62	294.859102	295.335000
299.188000	299.738000	62	299.261388	299.738000
319.114000	319.292000	75	319.168943	319.346943
377.995000	378.131000	70	378.057651	378.193651
378.134000	379.628000	75	378.218921	379.712921
426.145000	426.378000	66	426.238549	426.471549
430.225000	430.457000	66	430.319710	430.551710
439.619000	440.067000	59	439.725751	440.173751
441.842000	442.293000	51	441.938503	442.389503
453.283000	453.639000	64	453.351002	453.707002
454.396000	454.728000	59	454.474086	454.806086
