13.753000	16.714000	68	13.859156	16.820156
96.433600	96.964600	56	96.524481	97.055481
115.838000	115.979000	70	115.914812	115.979000
143.347000	143.847000	58	143.426830	143.926830
158.586000	159.245000	75	158.686585	159.345585
164.194000	164.456000	81	164.251175	164.513175
167.319000	168.088000	82	167.398132	168.088000
170.910000	173.951000	66	170.978068	174.019068
171.659000	173.951000	78	171.745197	174.037197
174.957000	175.443000	70	175.047619	175.533619
178.211000	178.879000	78	178.283211	178.947000
178.761000	178.946000	66	178.861460	179.046460
178.949000	180.125000	70	179.011120	180.187120
185.495000	185.868000	75	185.565134	185.938134
185.498000	185.774000	65	185.565134	185.841134
185.498000	185.872000	72	185.559329	185.933329
220.904000	221.383000	56	220.999764	221.478764
221.108000	221.383000	60	221.222059	221.497059
223.568000	223.908000	60	223.690522	224.030522
225.094000	226.532000	66	225.213170	226.651170
230.795000	231.747000	60	230.917224	231.869224
240.326000	243.497000	65	240.390095	243.561095
242.556000	243.497000	80	242.624653	243.565653
244.088000	248.303000	80	244.198132	248.413132
