2.533990	2.933990	65	2.651537	3.051537
6.587990	7.045990	65	6.721088	7.179088
32.845900	33.295900	65	32.960363	33.410363
51.664800	52.077800	60	51.750639	52.163639
52.455800	52.900800	60	52.545379	52.990379
55.346800	56.203700	64	55.425016	56.281916
57.831700	58.649700	57	57.893478	58.711478
58.244700	58.649700	60	58.304653	58.709653
77.851600	78.257500	60	77.928889	78.334789
113.919000	114.728000	57	114.052209	114.728000
114.728000	115.141000	57	114.830948	115.243948
117.426000	118.304000	52	117.521705	118.399705
126.797000	127.257000	62	126.876916	127.336916
135.231000	136.873000	57	135.321143	136.873000
158.632000	159.021000	65	158.747610	159.136610
186.517000	186.933000	65	186.593778	187.009778
187.767000	189.404000	62	187.850522	189.404000
193.114000	193.520000	65	193.192816	193.598816
194.343000	195.539000	62	194.426340	195.622340
207.483000	208.301000	62	207.551782	208.369782
209.929000	210.769000	63	210.053660	210.893660
212.820000	213.229000	65	212.927492	213.336492
213.607000	214.065000	69	213.667011	214.125011
214.052000	215.689000	62	214.123211	215.689000
220.566000	221.432000	62	220.665615	221.531615
246.415000	246.867000	62	246.511129	246.963129
247.665000	249.148000	57	247.778068	249.148000
250.356000	251.571000	62	250.468825	251.683825
253.594000	254.805000	65	253.671002	254.882002
254.407000	254.805000	66	254.493351	254.891351
256.821000	257.244000	65	256.900789	257.323789
262.067000	265.747000	70	262.142839	265.822839
