35.830800	36.302800	57	35.924245	36.396245
53.851700	54.323700	66	53.951782	54.423782
54.313700	54.796700	62	54.407982	54.890982
78.516600	78.988600	57	78.601578	79.073578
96.681500	97.146500	66	96.774385	97.239385
96.909500	97.146500	64	96.963265	97.200265
98.096500	98.564500	66	98.169179	98.637179
102.534000	102.767000	62	102.600490	102.833490
121.338000	121.811000	57	121.445986	121.918986
151.061000	151.586000	62	151.143147	151.668147
175.472000	175.996000	62	175.559039	176.083039
201.559000	201.825000	62	201.642848	201.908848
230.254000	230.508000	62	230.350585	230.604585
256.146000	256.409000	62	256.233905	256.496905
275.718000	275.971000	66	275.785506	276.038506
284.846000	285.098000	62	284.941642	285.193642
307.088000	307.558000	57	307.210195	307.680195
325.103000	325.565000	66	325.189732	325.651732
325.564000	326.047000	62	325.640127	326.123127
349.750000	350.223000	57	349.839528	350.312528
