99.435200	99.813200	51	99.531973	99.909973
99.977200	100.352000	51	100.065197	100.439997
102.379000	102.578000	58	102.500245	102.699245
105.028000	105.406000	48	105.135782	105.406000
105.771000	105.959000	56	105.830277	106.018277
112.389000	112.584000	64	112.512145	112.707145
122.413000	122.622000	61	122.502240	122.711240
164.130000	164.686000	61	164.207565	164.686000
166.759000	166.902000	51	166.859102	166.951000
167.493000	167.682000	49	167.620426	167.682000
175.708000	175.855000	60	175.814748	175.901000
179.657000	179.796000	51	179.772444	179.834000
182.456000	182.641000	51	182.530032	182.641000
185.487000	185.631000	51	185.631964	185.687000
202.871000	203.052000	55	202.982422	203.052000
202.872000	203.053000	67	202.982422	203.053000
214.155000	214.294000	72	214.211846	214.350846
281.216000	281.371000	62	281.310875	281.465875
282.316000	282.467000	62	282.378739	282.529739
283.975000	284.132000	62	284.046658	284.203658
288.651000	288.787000	67	288.710458	288.846458
295.893000	296.039000	62	295.987991	296.133991
296.991000	297.128000	62	297.093660	297.230660
299.452000	299.595000	62	299.534512	299.677512
300.711000	300.873000	62	300.779646	300.941646
342.438000	342.572000	55	342.540190	342.674190
343.359000	343.552000	52	343.490395	343.552000
347.801000	347.979000	52	347.888290	347.979000
355.151000	355.291000	50	355.237043	355.336000
356.271000	356.445000	52	356.360127	356.445000
397.332000	397.874000	78	397.402957	397.878000
397.333000	397.875000	81	397.402957	397.878000
448.649000	448.930000	62	448.714812	448.995812
