27.233800	27.762800	51	27.307138	27.836138
33.453700	34.489700	51	33.577832	34.489700
33.978700	34.544700	56	34.067447	34.633447
127.186000	127.720000	51	127.293896	127.827896
134.440000	135.457000	51	134.571429	135.457000
134.950000	135.457000	56	135.021823	135.528823
235.527000	236.038000	60	235.586830	236.038000
265.161000	265.896000	56	265.256381	265.991381
265.417000	265.896000	62	265.545506	266.024506
283.628000	284.044000	51	283.696508	284.112508
286.773000	287.312000	51	286.881270	287.420270
350.019000	350.963000	70	350.095238	351.039238
424.485000	425.221000	56	424.621460	425.357460
424.742000	425.221000	62	424.837950	425.316950
425.525000	426.197000	58	425.605079	426.277079
442.952000	443.368000	51	443.044172	443.460172
446.099000	446.637000	51	446.196934	446.734934
509.255000	510.200000	70	509.348463	510.278000
519.073000	521.631000	62	519.149678	521.707678
