60.849000	62.120000	67	60.967800	62.238800
65.871900	67.116900	67	65.971556	67.216556
66.074900	66.480900	48	66.148825	66.480900
80.106800	80.973800	72	80.191057	81.058057
80.960800	82.258800	65	81.036626	82.334626
81.174800	81.607800	48	81.258921	81.607800
81.604800	82.258800	67	81.681705	82.335705
91.117800	92.464800	65	91.182186	92.529186
94.036800	94.484800	48	94.144653	94.484800
158.774000	159.621000	62	158.892880	159.739880
161.283000	162.144000	65	161.404952	162.265952
162.550000	163.382000	60	162.667501	163.499501
162.974000	163.382000	64	163.039456	163.447456
163.782000	164.625000	62	163.912635	164.755635
166.680000	167.114000	62	166.753052	167.187052
168.556000	168.976000	57	168.615655	168.976000
172.378000	172.802000	57	172.462912	172.802000
175.105000	175.945000	65	175.169669	176.009669
182.507000	182.931000	57	182.608472	182.931000
188.629000	189.962000	48	188.712091	189.962000
191.768000	192.720000	59	191.835828	192.787828
206.205000	207.609000	66	206.318259	207.722259
207.605000	210.283000	65	207.718857	210.396857
208.519000	209.015000	61	208.580426	209.076426
211.703000	213.317000	66	211.804408	213.418408
215.616000	216.736000	51	215.712689	216.832689
217.353000	217.880000	80	217.408218	217.935218
217.475000	217.880000	78	217.536073	217.941073
230.927000	231.183000	70	231.011664	231.267664
277.918000	278.565000	52	278.004063	278.651063
278.982000	279.815000	57	279.042902	279.875902
280.011000	280.407000	52	280.077351	280.407000
281.649000	282.289000	52	281.767075	282.407075
285.191000	286.038000	57	285.246766	286.093766
289.861000	291.130000	66	289.967202	291.236202
290.277000	291.130000	59	290.378376	291.231376
294.040000	294.896000	76	294.107973	294.963973
294.890000	295.324000	61	294.947737	295.324000
300.000000	301.267000	66	300.128762	301.395762
300.413000	301.267000	59	300.512327	301.366327
