24.898900	26.928900	62	25.005751	27.035751
27.734900	28.863900	63	27.817143	28.946143
91.623800	92.392700	62	91.681995	92.450895
109.404000	110.190000	60	109.538068	110.324068
109.761000	110.190000	58	109.866413	110.295413
110.874000	111.633000	69	110.989497	111.748497
116.704000	117.478000	67	116.798186	117.572186
119.295000	120.495000	66	119.427918	120.627918
121.153000	121.923000	60	121.223692	121.993692
123.764000	124.898000	60	123.853424	124.987424
126.724000	127.845000	63	126.788281	127.909281
128.549000	129.319000	58	128.605859	129.375859
134.479000	135.261000	62	134.559819	135.341819
140.105000	141.268000	58	140.197043	141.360043
141.607000	142.034000	60	141.670277	142.097277
146.476000	147.235000	60	146.595592	147.354592
150.901000	151.674000	57	151.009488	151.782488
152.808000	153.248000	55	152.933116	153.373116
