15.130900	16.176900	60
26.441800	26.708800	53
27.499800	27.762800	53
27.762800	28.286800	56
28.272800	29.294800	51
29.038800	29.295800	53
32.668800	32.944700	53
32.934700	33.483700	56
34.233700	34.544700	53
34.739700	35.251700	53
35.251700	35.500700	53
89.064500	90.163500	53
126.928000	127.453000	53
127.453000	127.720000	53
128.485000	128.996000	53
128.996000	129.252000	53
131.589000	132.104000	55
133.673000	134.191000	53
134.191000	134.501000	53
134.698000	135.201000	53
135.201000	135.457000	53
184.377000	184.622000	53
188.984000	190.082000	53
202.588000	203.721000	48
238.631000	238.894000	58
241.453000	241.714000	53
242.488000	242.922000	53
243.521000	244.589000	53
244.588000	244.840000	51
250.788000	252.369000	53
252.376000	252.904000	53
252.908000	253.437000	53
253.443000	253.979000	53
253.982000	255.046000	53
255.586000	256.138000	58
264.903000	265.680000	53
265.680000	265.938000	53
285.977000	286.245000	53
286.504000	287.035000	53
287.035000	287.312000	53
287.306000	287.764000	56
288.065000	288.575000	53
288.575000	288.838000	53
289.356000	289.616000	58
292.209000	292.468000	53
292.727000	292.989000	53
293.252000	293.518000	53
293.770000	294.021000	53
294.277000	294.526000	53
294.786000	295.029000	53
333.380000	334.416000	60
397.440000	397.707000	60
399.506000	400.017000	58
401.568000	402.078000	56
401.823000	402.263000	53
402.078000	402.337000	56
402.596000	403.118000	56
402.862000	403.923000	53
403.118000	403.646000	56
403.646000	403.923000	56
406.241000	406.744000	54
410.125000	411.704000	53
411.710000	412.239000	53
414.923000	415.473000	58
415.478000	416.030000	58
416.034000	416.611000	58
425.003000	425.263000	53
445.300000	445.570000	53
445.833000	446.361000	53
446.361000	446.637000	53
446.623000	447.088000	56
448.416000	448.674000	55
448.675000	448.937000	58
451.516000	451.772000	53
452.031000	452.286000	53
452.549000	452.801000	53
453.061000	453.311000	53
453.565000	453.816000	53
454.078000	454.323000	53
519.080000	522.653000	51
