15.512400	15.746400	48
18.871400	19.260400	57
21.811400	22.211400	59
35.127300	35.248300	59
41.034300	41.093300	59
41.101300	41.216300	59
52.094200	52.226200	59
72.807900	73.170900	48
97.979800	98.044800	59
99.652800	99.717800	60
103.969000	104.038000	59
104.791000	104.857000	53
105.347000	105.421000	48
149.465000	150.510000	60
151.168000	151.309000	59
152.226000	152.425000	64
154.428000	154.566000	57
164.675000	164.913000	58
207.852000	208.093000	60
223.738000	223.861000	77
241.654000	241.767000	76
274.912000	275.251000	60
278.052000	278.598000	49
321.033000	321.327000	49
321.327000	321.431000	49
