14.066900	14.854900	53
98.018500	98.774500	48
131.331000	132.504000	60
147.092000	147.708000	53
147.708000	148.940000	53
162.075000	163.678000	49
174.580000	176.363000	49
176.363000	177.885000	49
189.264000	189.901000	56
196.421000	197.531000	53
197.531000	198.088000	53
198.088000	199.158000	53
199.246000	199.533000	53
200.958000	201.248000	53
201.805000	202.392000	48
204.874000	206.033000	53
206.603000	207.747000	53
207.747000	208.062000	53
211.436000	211.985000	48
214.559000	214.862000	53
218.006000	218.583000	53
219.178000	219.799000	53
223.515000	223.791000	53
225.459000	226.617000	53
226.617000	226.911000	53
227.189000	228.327000	53
228.327000	228.629000	53
243.560000	243.899000	51
270.048000	271.325000	53
271.329000	272.085000	48
277.774000	278.381000	53
281.980000	283.160000	53
283.160000	283.489000	53
285.578000	286.760000	56
287.087000	288.896000	49
288.570000	289.179000	53
291.268000	294.286000	60
296.095000	297.884000	49
306.258000	307.459000	60
307.175000	308.355000	56
308.047000	308.688000	60
310.774000	311.952000	56
312.286000	314.213000	49
313.825000	314.213000	53
314.767000	316.055000	48
315.705000	316.055000	56
316.356000	317.543000	56
318.473000	319.705000	48
320.314000	321.875000	49
326.639000	327.246000	60
337.615000	337.930000	56
338.231000	339.431000	56
343.040000	345.162000	58
355.990000	357.162000	49
357.167000	357.790000	49
364.698000	365.286000	49
364.996000	365.289000	53
364.996000	365.583000	56
365.580000	365.882000	53
365.877000	366.172000	56
365.882000	366.171000	61
366.172000	367.054000	56
378.506000	383.876000	61
