2.548990	4.466980	53
4.466980	6.454970	53
6.454970	8.472970	53
7.461960	8.500970	48
8.469970	9.511960	58
8.472970	10.531000	53
14.549900	16.530000	60
14.553000	16.530000	48
16.246900	16.491900	53
16.491900	18.536000	53
30.809900	31.856900	48
38.576900	38.814900	48
52.377900	52.850900	58
55.619900	57.742800	53
55.621900	57.774800	48
57.742800	59.667800	53
59.667800	61.653800	53
63.668800	65.725800	53
86.432800	87.923800	48
97.211700	98.374700	50
100.177000	101.329000	53
107.559000	108.707000	53
110.156000	111.633000	48
121.913000	123.404000	48
125.252000	126.393000	58
127.079000	127.845000	62
133.344000	135.261000	53
144.985000	145.758000	59
148.299000	148.702000	57
153.218000	154.827000	53
156.528000	159.614000	48
159.583000	161.511000	53
161.511000	163.496000	53
164.507000	165.543000	48
165.516000	167.577000	53
173.292000	173.540000	50
173.538000	175.577000	53
177.570000	178.644000	53
177.572000	178.644000	48
179.120000	179.330000	48
184.055000	188.020000	52
