0.512	0.608	50
0.512	0.64	57
0.736	0.832	65
0.736	0.864	59
0.928	1.024	60
0.928	1.056	53
1.12	1.248	62
1.12	1.248	69
1.344	1.504	59
1.344	1.568	50
1.504	1.664	59
1.632	1.76	60
1.728	1.984	59
1.728	1.984	65
1.728	2.048	69
1.952	2.176	57
2.144	2.336	59
2.144	2.4	50
2.592	2.784	60
2.592	2.784	65
2.592	2.784	69
3.008	3.264	59
3.008	3.456	45
3.232	3.456	60
3.424	3.552	62
3.424	3.84	69
3.424	3.84	72
3.616	3.776	64
3.808	3.936	50
3.808	3.936	66
3.808	4.096	57
3.808	4.288	38
4.0	4.096	66
4.064	4.224	67
4.16	4.256	66
4.192	4.416	64
4.224	4.672	69
4.416	4.64	62
4.608	4.832	60
4.608	5.056	45
4.8	5.056	62
5.024	5.28	64
5.024	5.472	69
5.024	5.472	72
5.44	5.728	52
5.44	5.728	64
5.44	5.888	40
5.664	5.888	66
5.856	6.016	68
5.856	6.272	59
6.048	6.24	69
6.272	6.464	66
6.272	6.688	52
6.464	6.592	66
6.592	6.688	68
6.688	6.912	62
6.688	6.912	66
6.688	7.136	57
6.88	7.008	64
6.88	7.136	60
7.104	7.136	52
7.104	7.296	62
7.104	7.36	66
7.104	7.552	40
7.296	7.36	62
7.52	7.712	62
7.52	7.712	66
7.52	7.744	69
7.712	7.776	62
7.712	7.808	66
7.936	8.192	64
7.936	8.192	68
7.936	8.352	52
7.936	8.608	59
8.16	8.352	66
8.16	8.384	69
8.352	8.608	52
8.352	8.832	64
8.352	9.024	68
8.576	8.8	60
8.608	8.768	52
8.768	9.408	59
8.768	10.496	52
8.992	9.12	66
8.992	9.216	69
9.184	9.632	71
9.184	9.76	68
9.408	9.632	60
9.6	10.24	62
9.824	10.016	72
9.824	10.048	69
10.016	10.144	64
10.016	10.496	68
10.208	10.496	64
10.464	10.592	79
10.464	10.688	69
10.464	10.88	60
10.464	11.296	53
10.496	10.592	76
10.656	10.784	77
10.656	10.816	74
10.752	10.88	76
10.752	11.104	79
10.848	11.104	77
10.848	11.136	74
11.072	11.296	72
11.072	11.296	76
11.296	11.392	43
11.296	11.392	74
11.296	11.488	70
11.296	12.096	65
11.296	12.128	62
11.456	11.712	69
11.456	11.712	72
11.68	12.128	70
11.68	12.16	74
