0.96	1.12	45
0.992	1.056	57
0.992	1.248	52
1.056	1.28	57
1.088	1.248	64
1.12	1.312	69
1.152	1.28	60
1.152	1.28	72
1.152	1.28	81
1.568	1.664	69
1.664	1.824	69
1.792	1.92	72
1.888	2.048	71
2.016	2.176	69
2.144	2.272	64
2.144	2.4	68
2.144	2.432	59
2.24	2.4	76
2.272	2.304	88
2.272	2.4	80
2.656	2.784	64
2.784	2.912	64
2.88	3.04	68
3.008	3.136	66
3.104	3.2	64
3.2	3.36	45
3.264	3.456	52
3.296	3.392	64
3.36	3.488	45
3.36	3.488	72
3.36	3.52	60
3.36	3.52	69
3.36	3.52	81
3.776	3.872	69
3.872	4.032	69
4.0	4.128	72
4.096	4.256	71
4.256	4.384	69
4.384	4.64	64
4.416	4.64	68
4.448	4.64	71
4.448	4.992	76
4.992	5.088	64
4.992	5.12	76
5.472	5.664	45
5.504	5.728	52
5.632	5.76	72
5.632	5.792	60
5.632	5.792	69
5.632	5.792	81
6.112	6.24	69
6.272	6.432	72
6.4	6.528	71
6.496	6.656	69
6.656	6.752	64
6.656	6.752	68
6.656	6.88	52
6.656	6.912	59
6.752	6.88	64
6.752	6.88	76
6.752	6.88	80
6.752	6.912	68
7.264	7.296	64
7.392	7.52	68
7.488	7.648	66
7.584	7.68	64
7.712	7.872	45
7.744	8.0	52
7.776	7.904	64
7.808	8.032	60
7.872	8.0	69
7.872	8.0	72
7.968	8.032	45
8.352	8.448	69
8.512	8.64	72
8.608	8.736	71
8.736	8.864	69
8.864	9.056	59
8.864	9.12	68
8.896	9.088	52
8.896	9.152	64
8.96	9.408	76
9.472	9.6	64
9.504	9.568	76
9.984	10.112	57
9.984	10.272	45
9.984	10.272	52
10.112	10.24	69
10.112	10.24	76
10.112	10.272	57
10.112	10.272	61
10.112	10.272	81
10.528	10.624	81
10.624	10.752	81
10.752	10.88	82
10.848	11.008	81
10.976	11.136	79
11.104	11.36	50
11.2	11.296	69
11.2	11.36	57
11.2	11.36	65
11.2	11.36	77
11.2	11.36	81
11.648	11.68	42
11.648	11.744	74
11.744	11.872	74
11.84	11.968	77
11.968	12.096	76
12.064	12.16	74
12.16	12.352	43
12.192	12.32	50
12.32	12.448	50
12.32	12.48	79
12.32	12.48	91
12.736	12.864	79
12.864	12.96	79
12.96	13.088	81
13.056	13.184	79
